DIRECTORIO,SECUENCIA_P,SECUENCIA_ENCUESTA,P3050,P3051,P639,P3052,CLASE_TE,COD_DEPTO,AREA,F_EXP
7629083,1,3,1,2,4,6,1,70,70,16.3947243924988
7629084,1,1,1,2,4,1,1,70,70,10.9670638310915
7629085,1,1,1,2,4,1,1,70,70,12.5116092228229
7629087,1,1,1,1,5,1,1,70,70,16.3445446709936
7629087,1,4,1,1,1,6,1,70,70,16.3445446709936
7629088,1,1,1,1,4,6,1,70,70,13.2137263469495
7629089,1,1,1,2,2,1,1,70,70,13.8911778945101
7629091,1,1,1,4,3,1,1,70,70,12.1912049004981
7629092,1,2,1,4,3,1,1,70,70,13.2137263469495
7629093,1,1,1,5,5,1,1,70,70,10.9711690918693
7629094,1,6,1,2,5,6,1,70,70,9.3326999639375
7629097,1,2,1,1,4,1,1,70,70,12.2418153579893
7629097,1,3,1,1,2,6,1,70,70,12.2418153579893
7629101,1,1,1,2,3,1,1,70,70,11.5591613833232
7629103,1,1,1,1,4,5,1,73,73,20.5481735358603
7629118,1,1,1,1,1,2,1,73,73,30.3129230243888
7629125,1,2,1,1,2,3,1,73,73,16.0649495870552
7629139,1,1,1,4,1,1,1,76,"",21.342032793696
7629142,1,1,1,2,5,1,1,76,"",21.342032793696
7629146,1,1,1,5,5,1,1,76,"",17.0736262349568
7629151,1,1,4,4,3,,1,76,"",17.0736262349568
7629152,1,1,1,4,2,1,1,76,"",80.4522144787737
7629155,1,1,1,4,4,5,1,76,"",30.4886182767086
7629164,1,1,1,2,2,1,1,76,76,81.0331325304714
7629166,1,1,1,5,4,1,1,76,76,62.789828198079
7629167,1,1,1,5,5,1,1,76,76,48.3477489333795
7629177,1,1,1,5,1,1,1,76,76,66.8930763908776
7629177,1,2,1,5,4,1,1,76,76,66.8930763908776
7629181,1,1,1,5,5,2,1,76,76,39.748743887101
7629183,1,1,1,2,5,3,1,76,76,53.1825238267174
7629189,1,2,2,2,1,1,1,76,76,43.4294662171997
7629192,1,2,1,2,5,1,1,76,76,24.5066129262551
7629196,1,2,1,3,5,1,1,76,76,147.275015076786
7629203,1,1,1,5,5,1,1,76,76,81.2437643023661
7629203,1,3,1,5,5,2,1,76,76,81.2437643023661
7629275,1,1,1,1,5,3,1,88,88,6.02139147209418
7629276,1,1,1,5,5,6,1,88,88,5.16921307950522
7629277,1,1,1,1,1,2,1,88,88,6.04625291501637
7629283,1,1,1,1,4,6,1,88,88,5.19407452242742
7629286,1,1,1,5,3,1,1,88,88,4.00785805412918
7629287,1,1,1,2,2,6,1,88,88,5.14435163658303
7629288,1,1,1,1,5,1,1,88,88,3.48971773724951
7629288,1,2,2,2,5,3,1,88,88,3.48971773724951
7629295,1,1,3,5,5,6,1,88,88,5.55796714096974
7629296,1,1,3,5,4,1,1,88,88,6.34745423337247
7629299,1,2,1,4,4,1,1,88,88,5.11258304002403
7629306,1,3,1,1,3,2,1,88,88,5.52481855040682
7629307,1,1,3,1,5,2,1,88,88,5.06554548481154
7629307,1,2,1,2,5,6,1,88,88,5.06554548481154
7629314,1,1,1,2,4,2,1,88,88,5.22232139935853
7629481,1,1,1,3,5,3,1,08,"",97.0780049711609
7629485,1,1,2,3,5,2,2,44,"",169.15457892408
7629486,1,1,1,1,2,6,2,44,"",173.821810077779
7629489,1,1,1,1,2,2,2,44,"",147.904321226506
7629489,1,2,1,3,5,2,2,44,"",147.904321226506
7629495,1,2,1,1,2,6,2,44,"",148.811928139617
7629496,1,1,2,3,5,6,2,44,"",148.514155502807
7629507,1,1,3,1,3,6,1,44,"",29.6361979250455
7629509,1,1,1,1,3,1,1,44,"",28.5591537487116
7629518,1,1,1,1,5,1,1,25,"",64.247591926792
7629522,1,1,5,5,5,,1,25,"",117.015534888267
7629528,1,1,1,2,2,1,2,25,"",178.896076691658
7629533,1,2,1,2,5,1,2,25,"",86.744842283446
7629541,1,1,1,2,1,2,2,25,"",186.22144729185
7629553,1,1,1,1,5,6,2,25,"",273.934611354651
7629554,1,2,1,3,3,1,2,25,"",152.316549227633
7629555,1,1,5,3,5,,2,25,"",191.877108861736
7629556,1,1,1,1,5,1,2,25,"",333.170048230175
7629557,1,2,2,3,5,1,2,25,"",152.316549227633
7629561,1,1,5,3,5,,2,25,"",212.310793990695
7629568,1,1,1,3,5,6,2,25,"",91.0014253985543
7629571,1,1,1,5,3,2,2,25,"",146.550997869777
7629572,1,1,1,4,5,1,1,15,"",114.083643471049
7629580,1,1,1,1,4,1,2,15,"",101.686598708287
7629583,1,2,2,4,5,1,2,15,"",112.515571232244
7629587,1,2,2,4,5,1,2,15,"",88.3689189283398
7629589,1,2,2,1,5,3,2,15,"",101.686598708287
7629595,1,1,1,2,5,3,1,15,"",114.083643471049
7629596,1,1,1,2,4,8,1,15,"",311.870138999195
7629598,1,1,2,4,5,3,2,15,"",101.686598708287
7629612,1,1,2,2,2,3,2,15,"",127.108248385359
7629615,1,1,1,4,5,1,2,15,"",112.138130670953
7629616,1,1,2,3,5,1,2,15,"",149.699102233576
7629625,1,1,1,5,4,1,1,15,"",386.942319961156
7629639,1,1,1,3,5,1,1,15,"",195.451945634628
7629639,1,2,1,3,5,5,1,15,"",195.451945634628
7629653,1,1,1,4,3,1,2,15,"",27.4380806387675
7629664,1,1,1,5,5,1,1,15,"",231.551088709649
7629669,1,2,1,1,5,4,1,15,"",330.14609500212
7629681,1,1,1,1,4,6,1,68,"",137.800441512346
7629681,1,2,6,1,2,,1,68,"",137.800441512346
7629683,1,1,1,3,3,3,2,68,"",253.46538872475
7629688,1,1,2,1,2,1,2,68,"",199.367322315732
7629689,1,1,1,1,2,1,2,68,"",216.823259502871
7629691,1,1,1,3,5,6,2,68,"",113.444545604165
7629697,1,1,1,1,5,3,1,68,"",122.78618643562
7629699,1,1,1,1,3,3,1,68,"",101.424858713051
7629701,1,1,1,5,5,2,1,68,"",118.031090458316
7629701,1,4,1,5,2,2,1,68,"",118.031090458316
7629704,1,1,1,1,3,3,1,68,"",62.0680582710323
7629705,1,1,1,3,5,1,2,76,"",93.6229495811025
7629706,1,1,1,1,5,1,2,76,"",83.7274563756309
7629715,1,1,1,1,5,1,2,76,"",99.3299056181587
7629720,1,1,2,5,4,1,2,76,"",71.871114923125
7629728,1,1,1,1,5,1,1,66,"",23.295847874461
7629739,1,1,1,2,5,1,1,66,"",33.693973244536
7629747,1,2,1,5,4,3,1,66,"",29.646989121
7629749,1,1,5,3,5,,2,66,"",48.9282042715105
7629759,1,1,1,4,5,1,2,23,"",261.494574546597
7629760,1,1,5,3,5,,2,23,"",207.505309845021
7629761,1,2,1,1,5,1,2,23,"",199.118681462507
7629767,1,1,1,1,3,1,2,23,"",141.960470657725
7629767,1,2,1,1,5,1,2,23,"",141.960470657725
7629769,1,1,1,1,5,1,2,23,"",276.454270543418
7629770,1,1,1,3,5,1,1,23,"",257.335087876533
7629770,1,2,1,3,5,1,1,23,"",257.335087876533
7629772,1,1,1,1,5,3,1,23,"",139.791611084937
7629774,1,1,1,3,5,1,1,23,"",262.557099696022
7629774,1,2,1,4,5,1,1,23,"",262.557099696022
7629774,1,3,1,2,1,1,1,23,"",262.557099696022
7629774,1,4,2,2,1,1,1,23,"",262.557099696022
7629775,1,2,1,1,5,6,1,23,"",193.850799520682
7629776,1,1,1,1,5,6,1,23,"",190.774346535711
7629783,1,1,1,1,5,1,1,23,"",133.916796766411
7629785,1,1,5,3,3,,1,23,"",191.259946557409
7629785,1,2,1,4,4,1,1,23,"",191.259946557409
7629790,1,5,1,2,2,1,1,05,"",8.76575958777392
7629802,1,1,1,2,3,3,1,05,"",43.8287979388696
7629816,1,2,1,1,4,6,1,05,05,131.380914930727
7629817,1,1,1,5,4,3,1,05,05,293.459961379324
7629820,1,2,1,5,4,1,1,05,05,149.254393976366
7629823,1,3,1,1,2,6,1,05,05,89.5939482427114
7629825,1,1,1,1,5,1,1,05,05,471.659924186554
7629826,1,1,1,2,5,6,1,05,05,339.153454035342
7629831,1,3,1,1,4,1,1,05,05,83.758825925992
7629833,1,1,1,2,4,2,1,05,05,287.203081329709
7629835,1,2,1,5,5,6,1,05,05,97.8732200799099
7629853,1,1,2,1,5,1,1,05,05,49.1230481131124
7629864,1,1,1,1,5,1,1,05,05,51.1137603862014
7629869,1,2,1,5,5,6,1,05,05,91.1329650803368
7629870,1,1,1,5,5,1,1,05,05,161.766626277209
7629876,1,1,1,1,1,1,1,05,05,53.1044726592904
7629878,1,1,1,2,5,1,1,05,05,122.79073040313
7629886,1,1,1,5,5,1,1,05,05,128.584155059553
7629891,1,1,1,1,4,1,1,05,05,675.052639216595
7629893,1,1,1,1,4,1,1,05,05,133.662469472856
7629896,1,1,3,5,5,3,1,05,05,91.8998272453845
7629896,1,2,1,2,2,1,1,05,05,91.8998272453845
7629901,1,1,1,1,5,6,1,05,05,138.266844553394
7629903,1,2,1,1,1,6,1,05,05,52.3522495296916
7629910,1,2,1,5,2,6,1,05,05,85.999798399472
7629916,1,1,1,1,5,1,1,05,05,114.795954532433
7629926,1,2,1,5,4,1,1,05,05,77.0772647424158
7629927,1,2,1,2,4,1,1,05,05,76.4117574322524
7629931,1,2,1,1,1,1,1,05,05,85.2857361369185
7629936,1,2,1,2,2,1,1,05,05,89.0068367704619
7629940,1,1,1,1,5,1,1,05,05,104.801790990607
7629942,1,2,1,1,5,1,1,05,05,75.0387796908014
7629942,1,3,1,5,4,1,1,05,05,75.0387796908014
7629943,1,1,1,1,2,1,1,05,05,118.977001474119
7629944,1,1,1,5,5,6,1,05,05,101.087742586623
7629952,1,1,1,4,4,6,1,05,05,91.6287824109414
7629962,1,1,1,5,1,1,1,05,05,62.056414367246
7629963,1,1,1,1,5,1,1,05,05,81.5517116574872
7629969,1,1,1,1,5,1,1,05,05,53.1044726592904
7629972,1,1,1,1,5,1,1,05,05,96.7401147605607
7629985,1,1,1,1,4,1,1,08,08,59.2622378006306
7629995,1,2,1,4,3,1,1,08,08,44.1248784612132
7629999,1,1,1,4,4,1,1,08,08,64.4610352065242
7630000,1,1,1,2,5,1,1,08,08,45.3520538439554
7630000,1,2,1,5,5,1,1,08,08,45.3520538439554
7630001,1,6,1,1,5,1,1,08,08,28.3813686790214
7630003,1,1,2,3,5,1,1,08,08,58.2005773733423
7630003,1,2,1,1,5,6,1,08,08,58.2005773733423
7630014,1,1,1,5,5,1,1,08,08,51.6587014310058
7630016,1,2,1,5,3,6,1,08,08,135.961657646153
7630018,1,2,1,5,5,6,1,08,08,64.1198575805419
7630023,1,2,1,3,5,1,1,08,08,51.0199866584495
7630030,1,1,1,5,3,1,1,08,08,111.691585783796
7630033,1,2,1,1,4,1,1,08,08,53.3332540904847
7630034,1,1,1,1,3,6,1,08,08,57.546430877216
7630035,1,3,1,1,1,6,1,08,08,58.1468447792932
7630036,1,2,1,1,3,6,1,08,08,50.509786791865
7630037,1,1,1,4,5,3,1,08,08,51.0196317807134
7630041,1,2,1,1,2,4,1,08,08,25.6115411771584
7630042,1,1,1,1,1,1,1,08,08,71.085705961479
7630043,1,1,1,5,5,1,1,08,08,67.6985389917214
7630043,1,2,1,1,5,2,1,08,08,67.6985389917214
7630045,1,2,1,1,4,1,1,08,08,66.1732906061312
7630048,1,1,1,1,5,6,1,08,08,64.715664327077
7630056,1,1,1,3,5,1,1,08,08,65.1686232373288
7630056,1,2,1,3,5,4,1,08,08,65.1686232373288
7630057,1,1,1,1,5,1,1,08,08,66.1732906061312
7630062,1,2,1,1,3,1,1,08,08,50.509786791865
7630065,1,8,1,3,2,1,1,08,08,49.3656814947163
7630073,1,1,2,1,4,4,1,08,08,52.2766336817762
7630073,1,5,1,1,1,1,1,08,08,52.2766336817762
7630077,1,1,1,4,1,1,1,08,08,105.67911048707
7630078,1,1,2,1,2,2,1,08,08,168.42011243726
7630080,1,1,1,1,4,4,1,08,08,109.234818961333
7630085,1,1,1,2,3,1,1,08,08,57.7340529467629
7630085,1,3,1,1,3,6,1,08,08,57.7340529467629
7630088,1,4,1,1,2,1,1,08,08,156.997219384874
7630090,1,1,1,5,3,1,1,08,08,49.5356290046662
7630093,2,2,1,1,5,1,1,08,08,72.871512869289
7630093,3,2,1,5,5,1,1,08,08,72.871512869289
7630095,1,1,1,1,5,1,1,08,08,24.2654635874233
7630096,1,1,1,2,1,4,1,08,08,62.1062584383385
7630096,1,2,1,2,5,1,1,08,08,62.1062584383385
7630096,1,6,1,1,4,1,1,08,08,62.1062584383385
7630097,1,2,1,1,1,1,1,08,08,60.2316311268737
7630098,1,2,1,4,5,6,1,08,08,61.1270278585787
7630099,1,1,1,1,5,1,1,08,08,88.8396440031946
7630106,1,5,1,1,4,8,1,08,08,27.7262767611718
7630115,1,1,1,2,5,1,1,08,08,36.1013413602447
7630116,1,2,1,2,5,1,1,08,08,63.1372334898312
7630118,1,1,1,2,1,1,1,08,08,61.2738938773331
7630119,1,1,1,2,4,1,1,08,08,45.1167391643046
7630122,1,1,1,1,4,3,1,08,08,43.4581885703965
7630123,1,1,1,1,5,1,1,08,08,87.0406992519452
7630124,1,1,1,1,3,1,1,08,08,43.4581885703965
7630129,1,1,1,2,5,1,1,08,08,39.8929981894858
7630134,1,3,1,5,3,2,1,08,08,45.1167391643046
7630141,1,1,1,4,1,6,1,08,08,45.1167391643046
7630143,1,1,1,1,5,2,1,08,08,34.4976505745493
7630147,1,1,1,1,5,1,1,08,08,103.643146115237
7630150,1,1,1,5,5,1,1,08,08,73.0994604675725
7630157,1,2,1,5,3,2,1,08,08,77.5033929711894
7630159,1,1,1,4,5,1,1,08,08,56.1219853242944
7630163,1,3,1,2,2,1,1,08,08,72.3430088685534
7630165,1,1,2,1,1,1,1,08,08,53.216362316704
7630165,1,4,2,2,3,1,1,08,08,53.216362316704
7630166,1,3,1,2,4,1,1,08,08,61.4704194229705
7630183,1,2,1,2,3,6,1,11,11,386.100386524783
7630184,1,1,1,2,1,1,1,11,11,352.843116147928
7630195,1,1,1,3,2,1,1,11,11,384.320809861199
7630195,1,3,1,3,5,6,1,11,11,384.320809861199
7630198,1,1,1,5,5,6,1,11,11,386.204498054993
7630205,1,1,1,2,2,1,1,11,11,224.396884792867
7630207,1,1,1,2,5,1,1,11,11,354.70120626199
7630218,1,3,1,2,5,1,1,11,11,614.492685162182
7630230,1,1,1,2,2,8,1,11,11,311.232217594452
7630231,1,4,1,2,5,3,1,11,11,409.708127794148
7630236,1,1,1,1,1,2,1,11,11,250.544221066132
7630243,1,2,1,2,2,1,1,11,11,394.495548866907
7630256,1,2,1,5,5,1,1,11,11,313.201118278481
7630258,1,1,1,2,5,6,1,11,11,456.481315874463
7630272,1,1,1,4,1,6,1,11,11,464.140264328738
7630281,1,1,1,2,4,1,1,11,11,524.119646283303
7630300,1,1,1,3,4,1,1,11,11,525.994065155876
7630305,1,1,1,2,4,1,1,11,11,392.073885087199
7630308,1,1,1,2,2,6,1,11,11,314.023390810348
7630324,1,1,1,5,5,1,1,13,13,34.0415972262795
7630328,1,1,1,1,1,6,1,13,13,13.4837627355062
7630328,1,2,1,1,5,6,1,13,13,13.4837627355062
7630330,1,2,1,2,4,1,1,13,13,23.5853598133721
7630334,1,1,1,1,4,1,1,13,13,55.5682898941403
7630336,1,3,1,2,1,6,1,13,13,53.5734150259481
7630341,1,1,1,1,4,4,1,13,13,23.6017644672883
7630341,1,4,1,2,3,1,1,13,13,23.6017644672883
7630341,1,5,1,1,4,1,1,13,13,23.6017644672883
7630342,1,1,1,7,4,1,1,13,13,37.2826341620031
7630344,1,1,1,1,4,1,1,13,13,28.0708857145655
7630345,1,1,1,4,1,1,1,13,13,28.0895997662356
7630345,1,2,1,1,4,1,1,13,13,28.0895997662356
7630346,1,2,1,1,5,6,1,13,13,27.6737227605078
7630347,1,1,1,1,4,4,1,13,13,37.7178060391431
7630347,1,2,1,4,4,6,1,13,13,37.7178060391431
7630348,1,4,1,1,1,6,1,13,13,39.9907568563782
7630349,1,1,1,2,4,1,1,13,13,40.5084070930631
7630352,1,1,1,2,4,5,1,13,13,20.811390912164
7630356,1,1,1,1,5,1,1,13,13,40.5084070930631
7630357,1,1,1,2,5,6,1,13,13,26.6306655021294
7630358,1,1,1,1,2,1,1,13,13,38.8619114721737
7630364,2,2,1,1,5,1,1,13,13,80.7371346925439
7630364,4,2,1,1,5,1,1,13,13,80.7371346925439
7630366,1,1,1,1,5,1,1,13,13,56.9169757669303
7630368,1,1,1,1,3,1,1,13,13,48.7159677727421
7630370,1,2,1,2,2,6,1,13,13,40.4868543960079
7630371,1,1,1,1,5,1,1,13,13,45.6463436741994
7630377,2,1,1,1,4,1,1,13,13,42.4312448225897
7630381,1,5,1,1,5,6,1,13,13,30.7189040787168
7630389,1,1,1,2,5,1,1,13,13,21.0973925723036
7630389,1,3,1,2,5,1,1,13,13,21.0973925723036
7630395,1,1,1,2,2,2,1,13,13,33.7056534550652
7630395,1,2,1,1,1,6,1,13,13,33.7056534550652
7630399,1,1,1,1,5,1,1,13,13,34.2434930902936
7630399,1,2,1,2,3,1,1,13,13,34.2434930902936
7630399,1,4,1,2,2,6,1,13,13,34.2434930902936
7630402,1,1,1,1,1,8,1,13,13,38.1892786146324
7630408,1,5,1,1,2,3,1,13,13,12.6837176417676
7630412,1,1,1,5,5,1,1,13,13,25.9591746039952
7630413,1,3,1,7,4,1,1,13,13,25.9695712993675
7630417,1,1,1,2,5,1,1,13,13,33.0889619449128
7630424,1,1,1,1,5,8,1,15,15,6.04443750976444
7630427,1,1,1,2,1,1,1,15,15,5.76832057675833
7630428,1,1,1,1,4,6,1,15,15,5.94477099711601
7630434,1,2,1,1,3,3,1,15,15,6.90543996090726
7630449,1,1,1,6,3,2,1,15,15,4.12551747751062
7630454,1,1,1,1,5,2,1,15,15,10.577572685071
7630455,1,1,2,5,5,3,1,15,15,7.66049406954995
7630458,1,3,1,3,4,6,1,15,15,7.61078356721423
7630462,1,1,2,5,5,3,1,15,15,7.42547793038994
7630463,1,1,1,2,4,3,1,15,15,10.9593202263549
7630466,1,1,1,2,5,1,1,15,15,8.9784514112845
7630470,1,1,1,2,5,1,1,15,15,7.3104507334731
7630474,1,4,1,2,2,3,1,15,15,5.49401295136424
7630485,1,2,1,4,4,1,1,15,15,9.37890059449185
7630492,1,1,1,2,5,2,1,15,15,9.32148569249965
7630536,1,3,1,2,1,1,1,17,17,12.0894840501932
7630542,1,1,1,2,3,6,1,17,17,27.8925159962228
7630568,1,1,1,2,5,1,1,17,17,17.5466867428352
7630570,1,1,2,2,4,2,1,17,17,23.7126166693063
7630584,1,1,1,7,3,1,1,17,17,16.6836415883038
7630584,1,3,1,2,5,1,1,17,17,16.6836415883038
7630596,1,3,1,4,5,1,1,17,17,7.92111055611359
7630601,1,1,1,2,5,1,1,17,17,9.24847201920881
7630606,1,1,1,2,4,1,1,17,17,13.9033464350403
7630620,1,1,1,1,3,1,1,17,17,26.7984583437184
7630621,1,2,1,1,1,6,1,17,17,32.2716370089041
7630622,1,1,1,2,3,1,1,17,17,22.7893638787173
7630628,1,3,1,1,5,1,1,17,17,16.220937077821
7630630,1,1,1,1,5,1,1,17,17,18.9595879269636
7630632,1,2,3,2,3,1,1,18,18,18.3703225399788
7630633,1,4,1,2,1,2,1,18,18,15.3457770592284
7630634,1,1,1,1,5,1,1,18,18,7.61733278664728
7630636,1,1,1,5,3,1,1,18,18,16.366118754627
7630644,1,1,2,2,3,3,1,18,18,7.21784985832314
7630647,1,1,1,2,4,1,1,18,18,4.80031914533129
7630652,1,1,1,2,5,1,1,18,18,3.30353393957538
7630663,1,1,1,1,4,1,1,18,18,2.45441937176729
7630669,1,1,1,4,1,1,1,18,18,6.49078975595582
7630670,1,2,1,2,3,1,1,18,18,3.93145072062414
7630671,1,1,1,1,1,1,1,18,18,7.04777400932154
7630671,1,2,1,4,5,3,1,18,18,7.04777400932154
7630685,1,1,1,2,3,1,1,18,18,7.55194604990565
7630689,1,1,1,1,4,1,1,18,18,5.9085773409795
7630696,1,3,2,4,5,2,1,18,18,4.18711320286669
7630697,1,2,2,3,4,1,1,18,18,7.40447341969461
7630703,1,1,1,2,4,6,1,18,18,11.1253172120351
7630706,1,2,1,1,4,1,1,18,18,9.04760959657635
7630707,1,1,1,5,3,1,1,18,18,8.68972489878246
7630714,1,1,2,3,2,6,1,18,18,9.10695186981982
7630716,1,2,1,2,5,1,1,18,18,5.44095199046235
7630717,1,1,1,2,5,1,1,18,18,7.13235843327528
7630728,1,1,1,5,3,1,1,18,18,15.0826518642353
7630731,1,1,2,2,2,1,1,18,18,15.0826518642353
7630735,1,1,2,2,5,1,1,18,18,5.25947008235848
7630743,1,1,1,1,1,8,1,19,19,7.76898907100743
7630745,1,2,1,1,5,3,1,19,19,11.972190344471
7630752,1,1,1,1,5,1,1,19,19,7.36589239769671
7630753,1,2,1,4,4,1,1,19,19,21.959548481026
7630757,1,1,1,2,5,1,1,19,19,10.7563238098141
7630771,1,1,1,2,3,1,1,19,19,14.3676724826616
7630776,1,1,1,2,4,1,1,19,19,12.0140416008422
7630781,1,2,1,2,5,3,1,19,19,10.4765259245687
7630781,1,4,1,2,1,3,1,19,19,10.4765259245687
7630784,1,1,1,1,3,1,1,19,19,8.55062210858451
7630786,1,1,1,1,5,1,1,19,19,11.4101112461332
7630787,1,1,1,1,5,1,1,19,19,16.988503563208
7630788,1,1,1,4,3,1,1,19,19,10.6176237155091
7630795,1,1,1,1,3,3,1,19,19,10.0149975064623
7630819,1,1,1,2,5,1,1,19,19,10.2117394268201
7630821,1,1,1,2,5,1,1,19,19,10.467861349957
7630823,1,1,1,4,4,3,1,19,19,11.4412011400662
7630827,1,3,1,2,2,1,1,19,19,25.5910070123914
7630840,1,1,1,2,5,1,1,19,19,12.6219761521816
7630857,1,1,1,2,2,1,1,20,20,19.5341435552614
7630859,1,7,1,1,3,1,1,20,20,8.85685391825445
7630860,1,1,1,3,5,1,1,20,20,14.616891858778
7630862,1,3,1,1,4,1,1,20,20,17.4427265751427
7630864,1,1,1,2,5,6,1,20,20,15.6213215047463
7630866,1,3,1,4,5,2,1,20,20,16.7258414425781
7630869,1,2,1,2,4,3,1,20,20,32.6218181367102
7630869,1,3,1,6,4,6,1,20,20,32.6218181367102
7630871,1,1,1,1,4,6,1,20,20,16.3335790597464
7630875,1,1,1,2,5,1,1,20,20,27.559259022458
7630877,1,2,2,2,3,1,1,20,20,22.472599952869
7630879,1,1,3,2,2,1,1,20,20,23.7693148538594
7630885,1,1,1,2,4,2,1,20,20,13.7981848256182
7630887,1,1,2,3,4,1,1,20,20,18.8212005304922
7630890,1,1,3,1,5,1,1,20,20,32.2684925058355
7630892,1,3,1,2,4,1,1,20,20,34.3848798367026
7630892,1,6,1,1,3,6,1,20,20,34.3848798367026
7630896,1,1,3,1,5,3,1,20,20,18.9021015454711
7630902,1,2,1,1,3,6,1,20,20,30.2292322172766
7630914,1,1,1,1,5,1,1,20,20,9.17718992804273
7630924,1,1,1,1,5,1,1,20,20,21.3960367964935
7630925,1,1,2,2,1,1,1,20,20,35.4511011828448
7630929,1,1,3,1,1,4,1,20,20,33.0941622384249
7630937,1,2,1,1,5,1,1,20,20,18.7679914843173
7630942,1,1,1,2,5,1,1,20,20,14.6982714786442
7630949,1,1,4,1,1,,1,20,20,21.5226413661084
7630952,1,1,4,1,5,,1,20,20,29.1362816128091
7630958,1,1,1,1,2,6,1,20,20,23.2768371220719
7630960,2,2,1,1,1,6,1,20,20,31.5775312667324
7630968,1,1,1,1,3,6,1,20,20,25.0308518638571
7630969,1,1,1,1,4,4,1,20,20,15.4852085170208
7630973,1,1,1,1,5,1,1,20,20,34.8971777268629
7630974,1,1,1,1,2,1,1,20,20,32.2661556141851
7630975,1,2,1,1,3,1,1,20,20,25.6561596535353
7630977,1,2,3,2,5,2,1,20,20,37.5643557520305
7630994,1,1,1,1,5,6,1,20,20,17.6125917079117
7630995,1,1,1,2,3,3,1,20,20,18.5572064592199
7630998,1,1,1,2,2,1,1,20,20,6.81296455250343
7631007,1,1,1,2,5,6,1,20,20,12.4848234662783
7631019,1,1,1,1,1,2,1,20,20,16.2302705061619
7631023,1,2,1,5,2,1,1,23,23,38.5388644215566
7631024,1,1,1,2,4,6,1,23,23,17.0019617540026
7631025,1,1,1,1,5,1,1,23,23,11.0299438717478
7631030,1,7,1,1,1,6,1,23,23,8.43258328319992
7631031,1,1,1,2,4,1,1,23,23,15.9791950946549
7631036,1,1,1,1,4,1,1,23,23,8.04420909659713
7631040,1,7,1,1,4,1,1,23,23,12.2554931908309
7631042,1,1,2,1,2,6,1,23,23,20.3849612560188
7631043,1,1,1,2,3,1,1,23,23,27.7780694985005
7631047,1,1,1,2,2,2,1,23,23,34.4314480929703
7631055,1,1,1,1,4,3,1,23,23,22.4475758357765
7631059,1,1,1,2,5,3,1,23,23,31.5125563584532
7631061,1,1,2,2,5,1,1,23,23,33.0309858288225
7631071,1,2,1,2,4,1,1,23,23,26.8570939757798
7631074,1,1,1,5,5,1,1,23,23,10.0272217015889
7631080,1,3,1,1,5,1,1,23,23,10.0272217015889
7631080,1,5,1,1,2,1,1,23,23,10.0272217015889
7631083,1,3,1,1,5,1,1,23,23,11.0299438717478
7631086,1,1,2,1,5,1,1,23,23,18.9460914291794
7631086,1,2,2,4,5,1,1,23,23,18.9460914291794
7631086,1,3,1,1,5,1,1,23,23,18.9460914291794
7631088,1,2,1,1,4,1,1,23,23,20.0258863578753
7631090,1,1,1,5,5,1,1,23,23,16.71616508391
7631093,1,1,1,5,4,1,1,23,23,20.2090857860903
7631093,1,2,1,2,2,1,1,23,23,20.2090857860903
7631096,1,1,3,1,3,6,1,23,23,40.2856409636696
7631097,1,1,1,2,5,1,1,23,23,31.5099677646987
7631102,1,2,1,2,4,4,1,23,23,15.0408325523833
7631102,1,3,1,1,4,4,1,23,23,15.0408325523833
7631102,1,4,1,2,4,3,1,23,23,15.0408325523833
7631102,1,5,1,1,4,3,1,23,23,15.0408325523833
7631102,1,8,2,1,1,4,1,23,23,15.0408325523833
7631102,1,9,1,1,1,4,1,23,23,15.0408325523833
7631103,1,2,2,2,2,1,1,23,23,26.1133246595339
7631105,1,1,1,1,4,6,1,23,23,48.5533493929044
7631111,1,3,1,5,5,1,1,23,23,4.97616849300556
7631112,1,1,1,1,5,3,1,23,23,17.0167804335648
7631113,1,1,2,2,5,1,1,23,23,7.21930388825806
7631114,1,2,1,1,5,1,1,23,23,11.1464798311598
7631121,1,1,1,1,1,1,1,23,23,16.0839123076619
7631121,1,2,1,1,3,1,1,23,23,16.0839123076619
7631126,1,1,1,2,1,1,1,23,23,27.4243949645107
7631127,1,2,1,1,1,1,1,23,23,38.2115019252225
7631137,1,1,2,2,5,1,1,23,23,4.96347474228651
7631142,1,1,2,2,4,3,1,23,23,17.1271778371672
7631147,1,2,1,2,5,2,1,23,23,20.9406023977353
7631149,1,2,1,2,5,1,1,23,23,4.96347474228651
7631153,1,1,5,2,5,,1,25,"",253.640034998127
7631170,1,1,1,1,2,1,1,25,"",178.611033162186
7631184,1,5,1,2,1,2,1,25,"",71.7741187389807
7631185,1,1,1,1,5,4,1,25,"",178.763360396065
7631188,1,1,1,1,5,1,1,25,"",85.2488736143626
7631197,1,1,1,2,5,3,1,27,27,3.70379431266082
7631204,1,2,1,5,4,1,1,27,27,3.08545182904644
7631209,1,1,1,1,5,1,1,27,27,5.6174376164237
7631223,1,1,2,1,5,6,1,27,27,4.09415751676978
7631233,1,1,1,1,2,6,1,27,27,4.10405939262015
7631237,1,1,1,1,4,1,1,27,27,3.791770391086
7631243,1,1,1,1,5,1,1,27,27,3.09421641936869
7631253,1,1,1,1,5,1,1,27,27,5.56114518900788
7631272,1,1,3,2,4,3,1,27,27,5.71601277228804
7631277,1,1,1,1,4,1,1,27,27,5.40576849511275
