DIRECTORIO,SECUENCIA_P,SECUENCIA_ENCUESTA,P3050,P3051,P639,P3052,CLASE_TE,COD_DEPTO,AREA,F_EXP
7863550,1,1,1,2,5,1,1,44,"",73.4940062506822
7863551,1,2,2,2,2,2,1,44,"",93.7243575859751
7863557,1,1,1,2,4,1,1,44,"",45.6896843871357
7863559,1,3,1,2,2,1,1,44,"",66.5041895315917
7863566,1,2,1,1,5,6,1,44,"",40.9421825132151
7863569,1,2,1,1,5,1,2,18,"",22.3687691190701
7863571,1,1,1,1,4,2,2,18,"",26.8443942109177
7863572,1,1,2,1,5,1,2,18,"",34.0749261372098
7863573,1,1,1,1,3,1,2,18,"",26.8443942109177
7863574,1,1,1,1,3,1,2,18,"",22.505907022604
7863576,1,2,1,1,5,2,2,18,"",18.6704643492159
7863577,1,2,1,1,3,6,2,18,"",26.8443942109177
7863579,1,2,1,1,3,2,2,18,"",45.4423943837143
7863582,1,2,1,5,4,1,2,18,"",28.0602479888981
7863583,1,2,1,1,3,6,2,18,"",28.0063548519749
7863584,1,1,1,6,5,6,2,18,"",45.6740001729373
7863586,1,2,1,1,4,6,2,18,"",36.6058190326934
7863587,1,2,1,1,1,6,2,18,"",28.1297997191837
7863587,1,3,1,5,2,2,2,18,"",28.1297997191837
7863589,1,1,1,6,5,6,2,18,"",47.1637510152683
7863594,1,3,1,1,2,1,1,18,"",40.8600217302726
7863603,1,1,1,1,4,1,1,18,"",37.7729104453673
7863615,1,1,1,5,5,1,1,68,"",96.3949037000047
7863617,1,1,2,1,2,3,1,68,"",137.716606665446
7863618,1,1,1,2,3,1,1,68,"",81.6475333027939
7863624,1,2,1,2,2,3,1,76,"",211.061850286595
7863630,1,1,1,1,5,3,1,76,"",301.216153485608
7863631,1,1,1,2,5,3,1,52,"",110.289422354211
7863633,1,1,1,1,5,6,1,52,"",91.9321855423087
7863635,1,1,1,2,5,1,1,52,"",93.3439424345671
7863636,1,1,1,3,5,1,1,52,"",79.6587370624498
7863636,1,2,1,2,5,1,1,52,"",79.6587370624498
7863639,1,1,1,3,4,1,1,52,"",88.1014833478097
7863640,1,1,1,1,5,1,1,52,"",153.932440711079
7863640,1,2,1,1,5,1,1,52,"",153.932440711079
7863642,1,1,1,1,5,1,1,52,"",102.702679355367
7863643,1,1,1,3,5,1,1,52,"",141.071731986372
7863643,1,2,1,3,3,1,1,52,"",141.071731986372
7863643,1,4,2,3,4,1,1,52,"",141.071731986372
7863643,1,5,2,4,1,1,1,52,"",141.071731986372
7863647,1,1,1,2,5,1,1,52,"",107.476418707546
7863648,1,1,1,4,4,1,1,52,"",199.608881225679
7863648,1,2,3,3,5,3,1,52,"",199.608881225679
7863649,1,1,1,6,5,1,1,52,"",119.678616008678
7863649,1,2,2,4,2,1,1,52,"",119.678616008678
7863650,1,2,1,4,1,6,1,52,"",125.389155158804
7863651,1,1,1,1,3,2,1,52,"",146.401091842672
7863653,1,3,1,2,3,1,1,52,"",200.161370252626
7863654,1,1,1,1,1,1,1,52,"",157.285604798795
7863655,1,1,1,2,5,1,1,52,"",141.243041719492
7863655,1,4,5,3,5,,1,52,"",141.243041719492
7863656,1,1,1,1,5,1,2,52,"",85.5309714740737
7863656,1,2,2,2,3,3,2,52,"",85.5309714740737
7863658,1,1,1,1,5,1,2,52,"",171.841636256755
7863661,1,1,3,1,5,1,2,52,"",143.795300890962
7863661,1,2,3,1,5,1,2,52,"",143.795300890962
7863661,1,4,3,1,3,1,2,52,"",143.795300890962
7863663,1,1,2,3,5,1,2,52,"",131.551995986007
7863663,1,3,2,3,5,1,2,52,"",131.551995986007
7863664,1,1,1,2,5,2,2,52,"",194.056345159502
7863665,1,1,2,3,5,6,2,52,"",151.549721468329
7863666,1,1,1,2,5,3,2,52,"",108.394389076989
7863666,1,2,2,1,5,1,2,52,"",108.394389076989
7863667,1,2,1,4,4,2,2,52,"",186.950633282302
7863668,1,2,2,3,5,1,2,52,"",128.686303865414
7863669,1,1,1,1,5,2,2,52,"",170.684154186193
7863671,1,4,2,3,1,1,2,52,"",153.766704888755
7863672,1,1,1,4,2,6,2,52,"",171.547446950651
7863673,1,1,1,4,4,1,2,52,"",170.329634792129
7863673,1,2,2,3,5,1,2,52,"",170.329634792129
7863674,1,2,1,2,4,2,2,52,"",153.850610697367
7863674,1,3,2,1,2,2,2,52,"",153.850610697367
7863675,1,3,1,4,3,3,2,52,"",108.394389076989
7863676,1,2,3,1,5,1,2,52,"",151.255532162226
7863677,1,1,2,1,5,2,2,52,"",170.362273589786
7863678,1,1,2,3,5,1,2,52,"",214.348259947928
7863679,1,1,1,3,5,6,2,52,"",173.311871518992
7863679,1,2,1,4,5,1,2,52,"",173.311871518992
7863710,1,1,1,4,3,8,1,63,"",24.1151806074475
7863712,1,1,1,2,5,1,2,63,"",15.0183140638863
7863714,1,1,1,2,5,3,2,63,"",13.2765050405822
7863717,1,1,6,2,4,,2,73,"",89.4957413744395
7863719,1,1,1,2,5,1,2,73,"",47.0998038074175
7863730,1,2,1,3,2,1,2,73,"",121.57573465093
7863731,1,1,1,1,2,5,2,73,"",116.308452824079
7863733,1,1,1,3,5,1,2,73,"",79.2768938328075
7863738,1,1,1,1,5,1,2,73,"",59.597098774111
7863738,1,2,4,2,2,,2,73,"",59.597098774111
7863740,1,1,1,1,3,1,2,66,"",51.1981786574351
7863744,1,1,1,1,1,1,1,66,"",21.9885945810571
7863746,1,2,1,4,5,6,1,66,"",17.7418872226673
7863749,1,1,2,2,4,1,1,66,"",35.3972987546525
7863755,1,1,1,2,1,6,1,66,"",21.7704532801999
7863761,1,1,2,3,5,1,2,66,"",65.4789645257608
7863762,1,1,2,3,5,6,2,66,"",59.8777597284934
7863763,1,1,2,3,5,3,2,66,"",85.5317401941511
7863764,1,1,1,2,4,1,2,66,"",89.751020305127
7863768,1,1,1,5,1,3,1,66,"",29.1823052399619
7863773,1,2,1,2,3,3,1,66,"",29.7350222767993
7863778,1,1,1,1,5,6,2,66,"",54.9649490275711
7863780,1,1,1,2,1,6,2,66,"",53.4422513504748
7863780,1,4,1,2,1,1,2,66,"",53.4422513504748
7863782,1,1,1,3,1,1,2,66,"",52.2930327633607
7863783,1,1,1,3,2,1,2,66,"",54.9649490275711
7863785,1,1,1,1,1,8,2,66,"",52.8858907018255
7863786,1,1,1,3,5,6,2,66,"",25.6209384014694
7863792,1,1,1,2,5,1,1,05,"",248.042941950195
7863793,1,1,1,1,5,1,1,05,"",212.063454755638
7863795,1,1,1,1,5,3,1,05,"",237.185979713069
7863796,1,3,1,5,1,1,1,05,"",580.392746885021
7863799,1,1,2,3,5,1,1,05,"",243.672984156434
7863806,1,2,1,1,1,2,1,05,"",185.840789342252
7863816,1,2,1,4,1,3,2,05,"",476.808781460835
7863819,1,1,1,4,3,1,2,05,"",333.797039414147
7863820,1,2,1,4,5,1,2,05,"",476.808781460835
7863821,1,1,1,4,2,5,2,05,"",322.894201605462
7863827,1,1,1,1,2,1,1,05,"",222.66662749342
7863829,1,1,2,3,5,6,1,05,"",222.66662749342
7863833,1,1,1,2,3,1,1,05,"",181.816305615987
7863839,1,1,2,1,2,2,1,05,"",248.151412253358
7863841,1,1,1,5,4,1,1,05,"",243.672984156434
7863843,1,1,2,3,5,6,2,05,"",353.763838184869
7863847,1,1,1,5,4,1,2,05,"",333.797039414147
7863850,1,2,1,3,5,3,2,05,"",261.254898097529
7863854,1,1,1,1,5,1,2,23,"",130.686169886999
7863855,1,1,1,1,2,6,2,23,"",133.572020491673
7863856,1,1,1,1,5,1,2,23,"",167.198273031152
7863857,1,1,1,5,5,1,2,23,"",109.522882544372
7863863,1,2,1,1,1,1,2,23,"",71.3869379963565
7863865,1,1,1,1,5,1,2,23,"",72.3892841973124
7863865,1,4,1,2,5,2,2,23,"",72.3892841973124
7863867,1,3,1,1,3,1,2,23,"",76.9853382419951
7863868,1,1,1,1,4,3,2,23,"",125.757199089477
7863869,1,1,1,1,5,1,2,23,"",59.2363622979617
7863869,1,2,1,4,2,1,2,23,"",59.2363622979617
7863870,1,2,1,2,2,1,2,23,"",58.0384720559251
7863870,1,4,1,2,3,1,2,23,"",58.0384720559251
7863876,1,1,1,2,5,3,1,05,"",18.8195288117775
7863877,1,2,1,2,4,1,1,05,"",20.67128183725
7863878,1,1,4,5,2,,1,05,"",14.3387385211486
7863894,1,1,1,2,5,1,1,05,"",16.1055872149851
7863894,1,3,1,5,2,1,1,05,"",16.1055872149851
7863895,1,2,1,2,5,1,1,05,"",17.2510982094833
7863896,1,2,3,5,2,3,1,05,"",8.77514818177397
7863898,1,1,1,1,4,1,1,05,"",16.6595100191519
7863908,1,3,1,5,5,1,1,05,05,165.477691858782
7863908,1,4,1,5,5,1,1,05,05,165.477691858782
7863908,1,5,1,5,5,1,1,05,05,165.477691858782
7863916,1,2,1,1,3,1,1,05,05,124.12261776028
7863919,1,2,1,1,2,6,1,05,05,152.856014132593
7863924,1,1,1,1,3,1,1,05,05,96.850944096291
7863927,1,1,1,1,1,1,1,05,05,98.0196842352587
7863938,1,1,1,2,5,1,1,05,05,51.6434488634572
7863943,1,1,1,1,5,6,1,05,05,57.7154501118406
7863945,2,1,1,2,4,1,1,05,05,111.705417027616
7863945,2,2,1,4,3,1,1,05,05,111.705417027616
7863946,1,4,1,2,2,1,1,05,05,46.1938613462679
7863947,1,2,1,1,5,1,1,05,05,88.7365872485581
7863949,1,1,1,5,5,1,1,05,05,107.821652658785
7863953,1,5,1,1,5,1,1,05,05,113.477671288825
7863962,1,2,1,2,3,1,1,05,05,77.586494744107
7863964,1,2,1,5,5,2,1,05,05,601.389716443187
7863982,1,3,1,5,2,1,1,05,05,120.68122807118
7863983,1,1,1,2,4,2,1,05,05,177.882286437181
7863984,1,1,3,5,5,3,1,05,05,110.966739625701
7863988,1,1,1,1,3,1,1,05,05,175.096868370424
7863990,1,2,1,5,1,1,1,05,05,89.5306587251353
7863991,1,1,1,1,3,6,1,05,05,175.096868370424
7863999,1,1,1,1,4,1,1,05,05,74.9365137458918
7864003,1,1,1,1,3,1,1,05,05,133.784937122687
7864004,1,1,1,1,5,1,1,05,05,62.138259925524
7864004,1,2,1,1,4,1,1,05,05,62.138259925524
7864021,1,2,1,4,3,1,1,05,05,98.8292730638006
7864021,1,4,1,5,4,1,1,05,05,98.8292730638006
7864023,1,1,1,2,5,1,1,05,05,235.803605963317
7864027,1,1,1,1,1,6,1,05,05,101.458785597503
7864029,1,3,1,2,2,3,1,05,05,176.888141992421
7864029,1,4,1,5,2,3,1,05,05,176.888141992421
7864031,1,1,1,2,5,1,1,05,05,116.286316406395
7864033,1,1,1,1,5,1,1,05,05,109.648083139575
7864035,1,1,1,1,2,6,1,05,05,99.8700656631306
7864038,1,1,1,1,5,1,1,05,05,96.8654640604146
7864039,1,2,1,2,4,1,1,05,05,89.2850580131058
7864043,1,1,1,1,5,6,1,05,05,136.969360556629
7864055,1,1,1,1,5,1,1,05,05,111.558341542419
7864057,1,1,1,5,5,1,1,05,05,97.1813533639346
7864057,1,4,2,2,4,1,1,05,05,97.1813533639346
7864065,1,2,1,1,5,2,1,05,05,149.218152796765
7864066,1,1,2,2,5,1,1,05,05,77.4764834517794
7864067,1,1,1,1,3,1,1,05,05,134.824588645226
7864069,1,1,1,1,3,1,1,05,05,143.414459177956
7864075,1,1,1,5,5,1,1,05,05,70.4331667743449
7864076,1,1,1,5,2,6,1,05,05,143.270505407391
7864082,1,1,1,1,2,6,1,05,05,97.7451706490214
7864106,1,1,1,1,1,6,1,08,08,66.275465893027
7864112,1,1,3,2,3,2,1,08,08,65.5404580777079
7864114,1,1,1,5,5,1,1,11,11,370.942803509155
7864117,1,2,1,5,5,6,1,11,11,360.421799187776
7864131,1,2,1,5,1,1,1,11,11,227.822893952376
7864144,1,1,1,3,5,1,1,11,11,145.84339097741
7864144,1,2,1,2,5,1,1,11,11,145.84339097741
7864145,1,1,1,3,5,1,1,11,11,285.03269777445
7864145,1,2,1,1,5,8,1,11,11,285.03269777445
7864147,1,1,1,3,5,1,1,11,11,180.210899593888
7864147,1,2,2,2,5,1,1,11,11,180.210899593888
7864148,1,1,1,2,5,2,1,11,11,185.75384310914
7864150,1,2,2,2,3,2,1,11,11,321.122713530873
7864156,1,1,1,2,3,1,1,11,11,301.917354333195
7864165,1,2,1,1,1,6,1,11,11,320.683647381938
7864171,1,1,2,6,5,6,1,11,11,209.745298737186
7864173,1,1,1,2,5,1,1,11,11,325.686130293344
7864182,1,1,1,6,5,6,1,11,11,165.000659666571
7864182,1,2,1,1,5,6,1,11,11,165.000659666571
7864183,1,1,1,1,3,1,1,11,11,199.17715386195
7864185,1,1,1,1,3,6,1,11,11,199.17715386195
7864187,1,2,1,1,4,2,1,11,11,270.316349390832
7864189,1,1,1,6,5,6,1,11,11,199.17715386195
7864194,1,1,1,4,5,1,1,11,11,249.862638068851
7864211,1,1,2,2,4,1,1,11,11,259.58523244299
7864213,1,1,1,1,2,6,1,11,11,324.267709185774
7864219,1,1,1,7,3,1,1,11,11,399.307209806121
7864222,1,1,1,2,5,1,1,11,11,251.338306506899
7864223,1,1,1,7,5,6,1,11,11,228.904368043488
7864227,1,1,1,1,3,1,1,11,11,249.862638068851
7864240,1,2,1,2,5,1,1,11,11,370.725224916933
7864245,1,2,1,2,5,3,1,11,11,308.78469684632
7864250,1,1,1,2,2,1,1,11,11,399.307209806121
7864258,1,1,1,2,3,3,1,11,11,280.092872618367
7864260,1,1,1,5,4,6,1,11,11,381.96122379867
7864266,1,1,1,2,5,1,1,11,11,261.897465507652
7864269,1,1,1,1,4,1,1,11,11,313.741379133381
7864273,1,1,1,5,5,1,1,11,11,373.674742083378
7864278,1,1,1,1,5,2,1,11,11,375.265820339252
7864282,1,2,1,1,2,2,1,11,11,235.083094799839
7864288,1,1,1,5,5,1,1,11,11,244.58710390912
7864296,1,1,1,5,5,1,1,11,11,177.149306167896
7864301,1,1,1,1,4,6,1,11,11,244.444688830575
7864302,1,1,1,4,2,6,1,11,11,203.532056320201
7864308,1,1,1,7,2,2,1,11,11,237.681192306369
7864309,1,1,1,2,4,6,1,11,11,385.395120528992
7864320,1,1,2,3,5,1,1,11,11,317.893832976524
7864324,1,1,1,2,2,3,1,11,11,236.755396669994
7864327,1,1,1,2,3,1,1,11,11,266.23491860704
7864337,1,1,1,1,4,1,1,11,11,351.104769539363
7864354,1,1,1,1,4,6,1,11,11,234.486130188053
7864362,1,1,1,2,5,1,1,11,11,263.753747222074
7864367,1,3,1,2,3,2,1,11,11,252.74634901261
7864369,1,2,1,2,5,6,1,11,11,309.698289566489
7864370,1,1,1,2,1,1,1,11,11,270.121770885244
7864375,1,1,1,2,4,2,1,11,11,283.984945121596
7864379,1,1,1,1,5,2,1,11,11,292.233891233332
7864380,1,1,1,2,5,1,1,13,13,25.9251142768882
7864382,1,2,1,2,4,6,1,13,13,13.8952544488851
7864385,1,2,1,3,5,2,1,13,13,14.1765893835189
7864390,1,1,1,4,5,1,1,13,13,57.838097852434
7864391,1,1,1,1,3,1,1,13,13,25.956815603413
7864395,1,1,1,4,5,1,1,13,13,17.8829257937584
7864395,1,3,1,1,5,6,1,13,13,17.8829257937584
7864399,1,1,1,1,2,3,1,13,13,24.3802015648198
7864402,1,1,1,1,5,1,1,13,13,41.5340221134756
7864402,1,3,1,2,3,1,1,13,13,41.5340221134756
7864402,1,5,1,2,5,6,1,13,13,41.5340221134756
7864404,1,1,1,1,4,1,1,13,13,30.347857863549
7864409,1,1,1,2,2,4,1,13,13,42.2365428761503
7864412,1,1,1,1,5,1,1,13,13,42.6662486440754
7864412,1,2,1,4,1,1,1,13,13,42.6662486440754
7864413,1,1,1,6,5,1,1,13,13,63.5901777012998
7864414,1,1,1,2,4,1,1,13,13,63.5901777012998
7864419,1,1,1,2,4,1,1,13,13,32.7755847603236
7864419,1,2,1,1,5,1,1,13,13,32.7755847603236
7864421,1,1,1,2,3,6,1,13,13,38.6300495189634
7864423,1,1,1,1,5,1,1,13,13,37.9906496570887
7864424,1,1,1,1,4,1,1,13,13,36.5365636611774
7864424,1,2,1,4,1,1,1,13,13,36.5365636611774
7864428,1,3,1,2,3,1,1,13,13,14.8753681769452
7864436,1,1,1,2,2,2,1,13,13,36.6520645064519
7864436,1,2,1,2,3,1,1,13,13,36.6520645064519
7864442,1,1,1,1,5,1,1,13,13,32.5511019732642
7864444,1,1,1,5,5,1,1,13,13,43.2443239149335
7864457,1,3,1,2,5,1,1,13,13,28.4501092173428
7864461,1,1,1,2,2,3,1,13,13,23.4022495248696
7864461,1,2,1,2,2,1,1,13,13,23.4022495248696
7864462,1,2,1,4,3,6,1,13,13,36.7351110590671
7864464,1,1,1,2,5,1,1,13,13,46.9814877100512
7864465,1,2,1,1,5,6,1,13,13,29.3456148040989
7864466,1,3,1,2,5,1,1,13,13,13.843634988487
7864470,1,3,1,2,1,1,1,13,13,23.3121576985227
7864479,1,1,1,2,5,1,1,13,13,25.6576185221257
7864486,1,1,1,1,5,1,1,13,13,45.2365411255985
7864488,1,1,1,1,2,1,1,13,13,51.5249091714345
7864488,1,2,1,5,2,1,1,13,13,51.5249091714345
7864490,1,1,1,1,2,6,1,13,13,63.4250084085692
7864493,1,1,1,1,4,1,1,13,13,39.6165799855336
7864496,1,1,1,1,5,6,1,13,13,44.7016581082909
7864497,1,1,1,5,4,2,1,13,13,35.5198474168894
7864498,1,1,1,1,3,1,1,13,13,42.8597557230758
7864501,1,1,1,2,2,3,1,15,15,5.9854584680473
7864505,1,1,1,1,3,3,1,15,15,6.7294906399073
7864509,1,1,1,1,5,3,1,15,15,5.89331035021257
7864515,1,1,2,1,5,3,1,15,15,8.37021338404677
7864518,1,5,1,5,4,6,1,15,15,12.5577622118984
7864519,1,1,1,1,5,3,1,15,15,6.5481226113473
7864526,1,1,1,5,5,6,1,15,15,8.5977264391226
7864530,1,1,3,2,3,1,1,15,15,9.64402600746877
7864537,1,1,1,5,3,2,1,15,15,8.5977264391226
7864547,1,1,1,1,5,1,1,15,15,6.72909780347409
7864555,1,1,1,2,1,1,1,15,15,13.4916992624965
7864557,1,1,1,1,2,3,1,15,15,9.91912904416816
7864562,1,1,1,1,5,1,1,15,15,6.5481226113473
7864565,1,3,1,4,5,1,1,15,15,8.16897638778905
7864576,1,1,1,4,1,2,1,15,15,7.97800231538248
7864584,1,1,1,1,1,2,1,15,15,7.85748101830825
7864593,1,1,1,2,5,1,1,17,17,15.3993827569352
7864595,1,1,1,2,5,1,1,17,17,15.3993827569352
7864597,1,2,3,2,2,1,1,17,17,17.9142574582545
7864615,1,2,2,3,4,1,1,17,17,19.9765048515325
7864619,1,3,1,4,3,1,1,17,17,15.5271353102174
7864622,1,1,1,3,5,1,1,17,17,9.62990083818566
7864633,1,1,1,2,2,1,1,17,17,15.8084947274885
7864633,1,2,1,5,4,1,1,17,17,15.8084947274885
7864634,1,2,1,2,4,6,1,17,17,16.6232234518614
7864654,1,1,1,1,3,1,1,18,18,10.9340066743874
7864664,1,1,1,1,2,6,1,18,18,6.591340814144
7864680,1,1,4,3,2,,1,18,18,10.0443064835115
7864680,1,2,1,5,2,2,1,18,18,10.0443064835115
7864682,1,1,1,3,5,1,1,18,18,7.96702728136909
7864689,1,1,1,1,5,1,1,18,18,9.38337036298878
7864697,1,2,1,2,5,3,1,18,18,5.86073036737263
7864700,1,2,1,2,3,1,1,18,18,5.3045912781282
7864705,1,1,1,2,2,1,1,19,19,12.49414558231
7864706,1,1,1,1,5,1,1,19,19,5.73368547444793
7864706,1,2,1,4,5,1,1,19,19,5.73368547444793
7864706,1,4,1,2,1,2,1,19,19,5.73368547444793
7864712,1,2,1,2,2,1,1,19,19,9.23418691338883
7864712,1,3,1,1,2,1,1,19,19,9.23418691338883
7864712,1,5,1,1,2,1,1,19,19,9.23418691338883
7864713,1,2,1,1,5,6,1,19,19,7.84224763645713
7864719,1,1,1,1,4,6,1,19,19,13.2967653796529
7864721,1,1,1,2,2,1,1,19,19,15.3617754908784
7864726,1,1,1,1,4,1,1,19,19,11.9670888416876
7864730,1,1,1,4,4,1,1,19,19,15.8129030026111
7864732,1,1,1,1,5,1,1,19,19,11.9618817309462
7864734,1,3,1,1,5,1,1,19,19,12.3352362646216
7864742,1,3,1,2,4,2,1,19,19,19.0351665191276
7864748,1,1,1,1,5,1,1,19,19,12.6372907499865
7864773,1,2,1,5,5,1,1,20,20,47.9452135444554
7864774,1,1,1,6,4,1,1,20,20,24.5735613612623
7864779,1,1,1,1,5,1,1,20,20,16.4910284719488
7864780,1,1,1,1,4,4,1,20,20,23.5913406582458
7864793,1,1,1,5,5,1,1,20,20,27.9954342779965
7864802,1,2,1,2,5,1,1,20,20,28.4126407588763
7864803,1,1,1,1,1,2,1,20,20,23.6830568032175
7864807,1,1,1,1,1,1,1,23,23,11.74686770645
7864807,1,6,1,2,2,1,1,23,23,11.74686770645
7864809,1,1,1,2,4,1,1,23,23,38.7881301594388
7864811,1,2,1,1,4,6,1,23,23,29.391143964896
7864813,1,2,1,1,3,6,1,23,23,24.6246039979052
7864815,1,3,1,2,3,6,1,23,23,28.1594163629643
7864818,1,6,1,5,3,1,1,23,23,6.2159258226667
7864819,1,1,1,1,3,1,1,23,23,16.7890826012468
7864821,1,1,1,1,5,1,1,23,23,11.7281939688231
7864821,1,2,1,1,2,2,1,23,23,11.7281939688231
7864822,1,1,2,3,5,2,1,23,23,64.6468835990647
7864828,1,1,1,2,4,1,1,23,23,46.6127011690068
7864833,1,2,1,5,5,1,1,23,23,37.8851669267943
7864834,1,1,1,2,1,1,1,23,23,14.4292173690872
7864835,1,1,1,2,4,1,1,23,23,11.74686770645
7864836,1,1,1,2,4,1,1,23,23,17.4797629383775
7864840,1,1,1,2,4,3,1,23,23,25.4251097285491
7864841,1,1,1,2,5,1,1,23,23,34.0335143538582
7864847,1,1,1,5,3,6,1,23,23,41.5176246502469
7864850,1,1,1,1,3,6,1,23,23,31.4819288052811
7864851,1,3,1,5,5,1,1,23,23,11.0783613968746
7864857,1,1,1,5,2,1,1,23,23,21.5431298042632
7864859,1,4,1,2,5,1,1,23,23,9.78905642204169
7864861,1,1,1,1,5,3,1,23,23,33.9152453272601
7864864,1,1,1,5,3,1,1,23,23,34.7312135759361
7864866,1,1,1,1,2,2,1,23,23,18.6466055967816
7864870,1,3,1,2,1,2,1,25,"",136.648613065301
7864881,1,2,1,2,5,1,1,25,"",220.416632088611
7864896,1,1,1,4,5,2,1,25,"",227.786792792776
7864903,1,1,1,2,3,1,1,25,"",186.920156717661
7864904,1,2,2,1,1,2,1,25,"",147.767038432792
7864912,1,3,1,2,4,1,1,25,"",193.182602279902
7864917,1,1,1,2,5,1,1,27,27,8.24422131641897
7864923,1,1,1,1,4,1,1,27,27,6.01473827810045
7864926,1,1,1,5,4,1,1,27,27,4.92455465065783
7864931,1,1,1,1,3,1,1,27,27,5.14885345719071
7864931,1,2,1,1,4,4,1,27,27,5.14885345719071
7864936,1,1,1,5,4,1,1,27,27,8.24422131641897
7864946,1,1,1,2,5,1,1,27,27,6.82080609866743
7864970,1,1,1,1,4,1,1,27,27,4.12006541281652
7864970,1,2,1,1,3,1,1,27,27,4.12006541281652
7864977,1,1,1,2,2,2,1,27,27,5.13925971714607
7864983,1,3,1,5,5,1,1,27,27,4.03814748680115
7864996,1,2,1,1,3,1,1,27,27,4.28919112186208
7864999,1,3,1,1,4,1,1,27,27,5.03766525075295
7865012,1,2,1,1,2,6,1,27,27,2.69486498708834
7865034,1,1,1,2,5,3,1,27,27,2.07504604005802
7865035,1,1,1,2,5,1,1,27,27,2.77854120074567
7865043,1,2,1,5,4,1,1,27,27,3.15367274252931
7865044,1,1,1,2,5,1,1,27,27,3.1830428460448
7865058,1,1,1,2,5,1,1,27,27,5.7705156005245
7865059,1,1,1,2,4,3,1,27,27,4.59274502676257
7865074,1,2,1,1,5,1,1,27,27,5.55164137849372
7865077,1,1,1,2,3,1,1,27,27,3.01986487010516
7865080,1,1,1,2,2,2,1,27,27,8.89304821806367
7865080,1,2,2,2,2,2,1,27,27,8.89304821806367
7865086,1,1,1,1,2,1,1,27,27,2.68603822889441
7865102,1,2,1,3,5,1,1,27,27,5.6251280838422
7865111,1,1,1,5,2,1,1,27,27,4.47269082675033
7865116,1,2,1,1,4,1,1,27,27,5.82112580739044
7865131,1,1,1,1,5,1,1,27,27,5.29245942999174
7865136,1,2,1,5,4,1,1,27,27,4.02720145865703
7865157,1,2,1,1,5,1,1,27,27,4.83205638252183
7865158,1,2,1,1,4,6,1,27,27,4.91648877163328
7865159,1,1,1,1,4,1,1,27,27,5.63559044170541
7865171,1,2,1,5,5,3,1,41,41,18.1971237981478
7865172,1,2,1,2,4,1,1,41,41,13.0391451440061
7865174,1,1,1,2,3,3,1,41,41,13.4083000550636
7865176,1,1,1,4,2,1,1,41,41,16.6677586803198
7865177,1,1,2,2,4,1,1,41,41,17.2282532722743
7865180,1,1,1,2,3,3,1,41,41,7.96737382839732
7865184,1,1,1,1,3,1,1,41,41,8.8568285997194
7865191,1,1,2,2,2,3,1,41,41,16.5544568261489
7865206,1,2,1,4,3,6,1,41,41,24.044045962167
7865207,1,1,1,2,5,3,1,41,41,13.4971278308401
7865208,1,1,1,2,5,1,1,41,41,8.8568983142515
7865210,1,2,1,4,1,2,1,41,41,12.1384513733899
7865249,1,1,1,1,5,3,1,41,41,13.3299646538534
7865256,1,2,1,2,2,1,1,41,41,16.5544568261489
7865269,1,3,1,2,5,1,1,44,44,4.53779591750472
7865272,1,1,1,5,5,6,1,44,44,9.94355911120324
7865274,1,1,1,1,3,1,1,44,44,7.4558458163469
7865278,1,1,1,5,5,1,1,44,44,4.56657162655622
7865280,1,2,1,2,3,1,1,44,44,5.43114896015256
7865283,1,1,2,2,4,1,1,44,44,5.46786678913019
7865286,1,1,1,2,3,1,1,44,44,4.4182978689469
7865287,1,1,1,2,3,1,1,44,44,10.8327521270229
7865287,1,2,1,3,1,1,1,44,44,10.8327521270229
7865289,1,1,1,5,5,1,1,44,44,7.90985351848583
7865292,1,1,1,5,5,1,1,44,44,4.01404827922498
7865293,1,1,4,6,5,,1,44,44,12.4514843510091
7865296,1,2,1,5,1,6,1,44,44,10.2522502296191
7865297,1,2,1,4,1,1,1,44,44,6.65684636154947
7865298,1,1,3,2,2,6,1,44,44,12.8507283063116
7865299,1,1,1,5,5,1,1,44,44,7.02486686492703
7865299,1,2,3,2,4,1,1,44,44,7.02486686492703
7865300,1,1,1,2,5,1,1,44,44,8.09333121246638
7865300,1,2,3,2,2,1,1,44,44,8.09333121246638
7865306,1,1,2,3,3,2,1,44,44,11.4491511471894
7865307,1,1,1,5,5,1,1,44,44,5.12698737974074
7865308,1,3,1,2,2,1,1,44,44,8.14991134723458
7865312,1,1,2,1,3,1,1,44,44,6.72557482372347
7865313,1,1,1,2,5,1,1,44,44,4.95447932070684
7865318,1,1,1,2,5,1,1,44,44,4.31553379175412
7865324,1,1,1,2,1,1,1,44,44,13.9013816089091
7865330,1,1,1,5,5,1,1,44,44,12.3291428299489
7865346,1,1,1,2,3,1,1,44,44,11.292826394126
7865348,1,2,1,2,5,1,1,47,47,15.6034789143985
7865348,1,3,3,5,5,1,1,47,47,15.6034789143985
7865354,1,1,1,2,3,1,1,47,47,27.6662153519902
7865355,1,3,1,1,4,1,1,47,47,23.5004077409204
7865362,1,2,1,1,4,1,1,47,47,35.1431434151102
7865385,1,2,1,5,5,1,1,47,47,25.9013163974354
7865398,1,2,1,5,4,1,1,47,47,26.5295802123269
7865400,1,3,1,1,4,1,1,47,47,17.4671435106062
7865400,1,5,1,5,4,1,1,47,47,17.4671435106062
7865401,1,1,1,5,5,2,1,47,47,21.4790681347282
7865402,1,3,1,5,5,1,1,47,47,23.4914060261432
